Track,Artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Tag
Flex (feat. Juice WRLD),Polo G,0.0538,0.752,0.673,0.0,10.0,0.133,-5.792,0.0,0.153,164.009,4.0,0.35,Giuliana
Been Caught Stealing,Jane's Addiction,0.0146,0.683,0.9,0.0706,7.0,0.296,-7.506,1.0,0.105,103.625,4.0,0.616,Erika
"6 Pezzi, P. 44: No. 6. Internmezzo-serenata",Ottorino Respighi,0.991,0.273,0.00735,0.936,9.0,0.0861,-32.622,1.0,0.0375,82.504,3.0,0.076,Laura
New Flame (feat. Usher & Rick Ross),Chris Brown,0.0506,0.702,0.629,0.0,1.0,0.0963,-4.292,1.0,0.041,141.967,4.0,0.446,Giuliana
Ana,Pixies,0.0262,0.66,0.417,0.0238,8.0,0.0894,-14.317,0.0,0.0265,105.675,4.0,0.352,Erika
Beware,Deftones,0.000129,0.265,0.714,0.432,8.0,0.137,-5.393,1.0,0.0375,145.156,4.0,0.1,Erika
One Right Now (with The Weeknd),Post Malone,0.0361,0.687,0.781,0.0,1.0,0.0755,-4.806,1.0,0.053,97.014,4.0,0.688,Giuliana
Everybody Wants You,Billy Squier,0.105,0.529,0.906,3.78e-05,7.0,0.0757,-6.116,1.0,0.0517,131.847,4.0,0.965,Erika
Atrévete-Te-Te,Calle 13,0.0959,0.829,0.878,0.0,9.0,0.776,-5.951,1.0,0.101,87.991,4.0,0.883,Gianluca
Tribe of the Bells,Bass Température,0.032,0.765,0.911,0.434,1.0,0.506,-8.316,1.0,0.282,159.999,4.0,0.172,Andrea
Never Enough,Eminem,0.294,0.777,0.716,0.0,11.0,0.665,-5.327,1.0,0.347,95.756,4.0,0.593,Giuliana
"Lyric Pieces, Book 1, Op. 12: I. Arietta",Edvard Grieg,0.995,0.328,0.00278,0.868,10.0,0.105,-38.801,1.0,0.0566,75.387,1.0,0.194,Laura
"Für Elise, WoO 59",Ludwig van Beethoven,0.994,0.303,0.108,0.877,9.0,0.0805,-27.433,0.0,0.0473,126.931,3.0,0.18,Laura
Soma,The Strokes,0.0747,0.499,0.706,0.00289,0.0,0.0753,-7.335,1.0,0.0302,148.928,4.0,0.483,Erika
Doin' It,LL COOL J,0.365,0.801,0.55,0.0234,10.0,0.117,-11.044,0.0,0.209,94.994,4.0,0.609,Giuliana
"All About U (ft. Nate Dogg, Snoop Dogg, Fatal, Yani Hadati)",2Pac,0.0655,0.856,0.793,0.0,2.0,0.314,-4.003,1.0,0.134,103.208,4.0,0.761,Giuliana
Mr. Brightside,The Killers,0.00121,0.352,0.911,0.0,1.0,0.0995,-5.23,1.0,0.0747,148.033,4.0,0.236,Erika
Mirror,Lil Wayne,0.858,0.328,0.622,0.0,5.0,0.104,-7.291,0.0,0.0866,74.267,4.0,0.401,Giuliana
Te Amo (Techno),Way 2 Hard,0.0457,0.626,0.882,0.00078,7.0,0.119,-6.152,0.0,0.129,135.005,4.0,0.487,Andrea
Shake Your Rump,Beastie Boys,0.0159,0.888,0.699,0.000306,1.0,0.111,-10.425,1.0,0.164,103.066,4.0,0.697,Erika
Love Bites - Remastered 2017,Def Leppard,0.067,0.59,0.743,0.00093,0.0,0.0847,-7.078,0.0,0.0347,129.79,4.0,0.412,Erika
Chlorine,Twenty One Pilots,0.0735,0.609,0.674,0.06,10.0,0.345,-7.388,0.0,0.0548,90.009,4.0,0.315,Erika
There Is a Light That Never Goes Out - Take 1,The Smiths,0.161,0.64,0.828,5.65e-05,4.0,0.0347,-7.941,1.0,0.0296,135.975,4.0,0.938,Erika
Disenchanted,My Chemical Romance,0.00218,0.343,0.692,0.0,2.0,0.112,-3.926,1.0,0.0355,174.07,4.0,0.153,Erika
Rehab (Winter In Paris),Brent Faiyaz,0.809,0.549,0.242,8.1e-05,5.0,0.127,-11.692,1.0,0.038,144.211,4.0,0.286,Giuliana
Off World,Thomas Schumacher,1.25e-05,0.65,0.978,0.895,1.0,0.106,-4.065,0.0,0.0442,137.99,4.0,0.0741,Andrea
Eye of the Beholder (Remastered),Metallica,0.00327,0.639,0.838,0.00714,11.0,0.0834,-8.179,0.0,0.0453,122.179,4.0,0.588,Erika
Let's Talk About Sex,Salt-N-Pepa,0.0507,0.863,0.543,0.0,6.0,0.241,-13.497,1.0,0.13,106.929,4.0,0.799,Giuliana
Gone Away - 1997,The Offspring,0.012,0.45,0.945,0.00687,3.0,0.0683,-3.995,1.0,0.0806,111.342,4.0,0.294,Erika
Friday I'm in Love,The Cure,0.000972,0.526,0.762,0.000116,0.0,0.338,-12.437,0.0,0.0342,136.203,4.0,0.505,Erika
Ride Wit Me,Nelly,0.0616,0.85,0.7,1.8e-06,7.0,0.244,-6.49,1.0,0.0478,101.875,4.0,0.722,Giuliana
People Everyday - Metamorphosis Mix,Arrested Development,0.0074,0.844,0.609,0.0,10.0,0.563,-10.675,1.0,0.217,91.116,4.0,0.725,Giuliana
Feels Like Summer,Childish Gambino,0.162,0.55,0.596,0.00481,7.0,0.0805,-8.214,1.0,0.134,165.736,4.0,0.253,Giuliana
Sandman,A$AP Rocky,0.143,0.533,0.501,0.000578,8.0,0.172,-9.299,1.0,0.0436,120.159,4.0,0.3,Giuliana
Dr. Feelgood,Mötley Crüe,0.000885,0.535,0.967,0.0181,2.0,0.233,-4.082,1.0,0.0678,110.975,4.0,0.353,Erika
Rebel Without A Pause,Public Enemy,0.00502,0.783,0.878,0.0,7.0,0.662,-6.481,1.0,0.32,99.811,4.0,0.634,Giuliana
St. Anger,Metallica,0.00131,0.249,0.949,0.0228,2.0,0.0953,-2.642,0.0,0.0678,185.252,4.0,0.498,Erika
White Christmas,Bing Crosby,0.969,0.3,0.197,0.076,9.0,0.155,-14.399,1.0,0.0316,96.866,4.0,0.178,Laura
Karma,Summer Walker,0.345,0.593,0.294,2.03e-05,1.0,0.287,-10.072,0.0,0.0499,113.847,4.0,0.152,Giuliana
Wait and Bleed,Slipknot,0.00208,0.382,0.996,0.0,7.0,0.417,-4.119,1.0,0.104,93.345,4.0,0.327,Erika
Big Love - 2017 Remaster,Fleetwood Mac,0.0291,0.709,0.699,0.295,10.0,0.0673,-11.905,0.0,0.0466,125.377,4.0,0.592,Erika
Let Her Go (Techno),TEKKNO GRLS,0.00228,0.731,0.872,0.00144,9.0,0.427,-7.089,0.0,0.13,155.004,4.0,0.268,Andrea
Vasoline - 2019 Remaster,Stone Temple Pilots,0.00147,0.295,0.977,0.000187,10.0,0.0887,-7.086,1.0,0.088,168.672,4.0,0.353,Erika
Immortal,21 Savage,0.00813,0.741,0.87,0.0,6.0,0.114,-3.494,0.0,0.503,184.194,4.0,0.663,Giuliana
Erase Your Social,Lil Uzi Vert,0.694,0.705,0.609,0.0,3.0,0.234,-5.728,1.0,0.0729,140.058,4.0,0.718,Giuliana
Rocket Queen,Guns N' Roses,0.0303,0.446,0.978,0.161,5.0,0.0376,-5.275,0.0,0.0443,111.797,4.0,0.4,Erika
Sledgehammer - 2012 Remaster,Peter Gabriel,0.044,0.641,0.682,0.0,8.0,0.0394,-7.561,1.0,0.0392,96.319,4.0,0.468,Erika
These Are the Days,Van Morrison,0.404,0.563,0.4,0.0045,7.0,0.182,-10.48,1.0,0.0248,76.68,4.0,0.395,Erika
Keep Ya Head Up,2Pac,0.141,0.591,0.739,0.0,4.0,0.48,-6.451,1.0,0.429,172.414,4.0,0.613,Giuliana
Disappear,INXS,0.0242,0.645,0.88,2.04e-06,9.0,0.0978,-3.403,1.0,0.0329,125.418,4.0,0.834,Erika
Under Control,The Strokes,0.354,0.406,0.72,0.795,1.0,0.0541,-4.647,1.0,0.0291,91.336,4.0,0.641,Erika
Mr. Carter,Lil Wayne,0.0444,0.485,0.71,0.0,7.0,0.35,-6.288,1.0,0.364,170.942,4.0,0.473,Giuliana
Torn,Creed,0.00037,0.417,0.739,0.00919,0.0,0.0692,-7.02,1.0,0.029,146.289,4.0,0.126,Erika
Stir Fry,Migos,0.00263,0.817,0.816,0.0,2.0,0.159,-5.402,1.0,0.269,181.982,4.0,0.508,Giuliana
You're Crazy,Guns N' Roses,0.0137,0.402,0.994,0.0163,8.0,0.399,-4.436,1.0,0.132,122.223,4.0,0.268,Erika
Asleep - 2011 Remaster,The Smiths,0.88,0.512,0.255,0.532,0.0,0.146,-15.867,1.0,0.0291,115.144,3.0,0.215,Erika
92 Explorer,Post Malone,0.265,0.798,0.733,1.25e-06,7.0,0.114,-4.811,0.0,0.0476,146.046,4.0,0.861,Giuliana
Bad Liar,Imagine Dragons,0.0722,0.383,0.637,0.0,3.0,0.368,-6.993,1.0,0.0703,177.913,4.0,0.0827,Erika
Nightswimming,R.E.M.,0.796,0.566,0.385,7.63e-06,7.0,0.103,-11.272,1.0,0.0304,114.227,4.0,0.571,Erika
Tessellate,alt-J,0.364,0.702,0.607,0.0271,2.0,0.123,-6.509,1.0,0.0405,116.969,4.0,0.436,Erika
2 Of Amerikaz Most Wanted,2Pac,0.0426,0.853,0.876,0.00202,1.0,0.0548,-3.415,1.0,0.131,99.236,4.0,0.845,Giuliana
This fffire - New Version,Franz Ferdinand,0.0259,0.442,0.887,4.57e-06,4.0,0.0655,-5.943,0.0,0.1,146.358,4.0,0.637,Erika
Potato Salad,"Tyler, The Creator",0.308,0.538,0.612,0.0,2.0,0.213,-6.02,1.0,0.424,168.197,4.0,0.684,Giuliana
Snuff,Slipknot,0.012,0.544,0.69,0.0095,6.0,0.0615,-5.723,0.0,0.0425,123.962,4.0,0.219,Erika
Tornado Of Souls - 2004 Remix,Megadeth,0.00203,0.519,0.982,0.00055,7.0,0.0971,-3.547,1.0,0.108,97.745,4.0,0.361,Erika
My Friends,Red Hot Chili Peppers,0.00565,0.439,0.709,0.00152,0.0,0.131,-3.545,1.0,0.026,81.331,4.0,0.319,Erika
MX,Deftones,3.69e-05,0.246,2.02e-05,0.0756,10.0,0.315,-5.607,0.0,0.113,85.663,4.0,0.109,Erika
The Show Must Go On,Queen,0.526,0.421,0.517,1.82e-06,11.0,0.136,-11.49,0.0,0.035,84.011,4.0,0.109,Erika
You Gots To Chill,EPMD,0.089,0.882,0.814,0.0,8.0,0.16,-5.214,0.0,0.424,99.689,4.0,0.854,Giuliana
No Surprises,Radiohead,0.0577,0.255,0.393,0.00361,5.0,0.113,-10.654,1.0,0.0278,76.426,4.0,0.118,Erika
Rx Queen,Deftones,0.000106,0.571,0.919,0.274,10.0,0.171,-6.596,1.0,0.0457,143.155,4.0,0.548,Erika
Joy and Pain,Rob Base & DJ EZ Rock,0.0212,0.891,0.68,8.2e-06,4.0,0.114,-10.661,0.0,0.2,109.92,4.0,0.546,Giuliana
Uptown Girl,Billy Joel,0.0736,0.696,0.943,0.0,4.0,0.653,-2.962,1.0,0.043,129.002,4.0,0.832,Erika
Hey Lover,LL COOL J,0.339,0.707,0.427,0.0,5.0,0.105,-12.216,0.0,0.0698,88.08,4.0,0.541,Giuliana
Spaceship,Kanye West,0.503,0.507,0.753,0.0,5.0,0.573,-5.31,0.0,0.19,178.068,3.0,0.657,Giuliana
Open Arms (feat. Travis Scott),SZA,0.763,0.665,0.59,0.0132,9.0,0.147,-7.608,1.0,0.161,77.559,4.0,0.216,Giuliana
I Ain't No Joke,Eric B. & Rakim,0.162,0.854,0.706,7.22e-06,11.0,0.0994,-9.5,0.0,0.335,104.214,4.0,0.747,Giuliana
Love Is A Battlefield,Pat Benatar,0.0137,0.669,0.633,0.0178,2.0,0.0979,-11.903,0.0,0.049,90.626,4.0,0.862,Erika
Believer,Imagine Dragons,0.0622,0.776,0.78,0.0,10.0,0.081,-4.374,0.0,0.128,124.949,4.0,0.666,Erika
"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga",Johann Sebastian Bach,0.994,0.31,0.0555,0.906,7.0,0.121,-25.695,1.0,0.0395,70.515,4.0,0.566,Laura
Feel so Good,Mase,0.192,0.821,0.703,0.0,11.0,0.0816,-8.464,0.0,0.24,105.154,4.0,0.536,Giuliana
Somewhere I Belong,Linkin Park,0.00038,0.451,0.951,2.39e-06,1.0,0.261,-3.754,1.0,0.0645,162.065,4.0,0.442,Erika
To Live Is to Die (Remastered),Metallica,0.000205,0.432,0.624,0.818,11.0,0.0777,-8.976,0.0,0.041,104.315,4.0,0.388,Erika
Bad Medicine,Bon Jovi,0.048,0.555,0.973,0.0,9.0,0.0853,-3.804,1.0,0.035,118.642,4.0,0.805,Erika
Sabotage,Beastie Boys,0.032,0.324,0.938,0.0321,6.0,0.0961,-7.332,0.0,0.102,168.131,4.0,0.543,Erika
Wow.,Post Malone,0.136,0.829,0.539,1.78e-06,11.0,0.103,-7.359,0.0,0.208,99.96,4.0,0.388,Giuliana
Role Model,Eminem,0.0218,0.865,0.589,4.6e-06,7.0,0.04,-4.224,1.0,0.258,91.968,4.0,0.776,Giuliana
Sex Sounds,Lil Tjay,0.281,0.857,0.427,0.0,8.0,0.108,-8.638,1.0,0.112,130.033,4.0,0.366,Giuliana
Pet,A Perfect Circle,0.0021,0.542,0.806,0.436,8.0,0.291,-4.973,1.0,0.0482,140.155,4.0,0.333,Erika
Topanga,Trippie Redd,0.00587,0.755,0.615,1.75e-06,4.0,0.109,-8.245,1.0,0.0454,105.955,4.0,0.039,Giuliana
Welcome To The Jungle,Guns N' Roses,0.0195,0.453,0.987,0.283,8.0,0.268,-4.485,1.0,0.0889,123.544,4.0,0.316,Erika
lost souls (with Brent Faiyaz),Baby Keem,0.485,0.649,0.347,3.24e-05,1.0,0.154,-7.67,0.0,0.404,169.994,4.0,0.176,Giuliana
Headup,Deftones,0.000503,0.263,0.925,0.631,3.0,0.17,-5.299,1.0,0.118,105.253,4.0,0.0722,Erika
3005,Childish Gambino,0.112,0.664,0.447,0.0,6.0,0.091,-7.272,0.0,0.289,83.138,4.0,0.659,Giuliana
Say You Love Me,Fleetwood Mac,0.0187,0.723,0.596,0.00513,9.0,0.16,-13.436,1.0,0.0308,128.068,4.0,0.962,Erika
A Face In The Crowd,Tom Petty,0.114,0.678,0.619,0.005,4.0,0.0609,-13.386,0.0,0.0266,105.577,4.0,0.803,Erika
Coming Undone,Korn,0.000643,0.687,0.677,0.000137,2.0,0.0564,-4.172,1.0,0.0508,75.052,4.0,0.545,Erika
Myself,NAV,0.648,0.749,0.398,1.26e-06,5.0,0.115,-7.44,0.0,0.171,80.032,4.0,0.0859,Giuliana
Numb / Encore,JAY-Z,0.0603,0.687,0.793,0.0,2.0,0.582,-4.254,1.0,0.166,107.045,4.0,0.751,Giuliana
Lights Please,J. Cole,0.0293,0.813,0.563,0.0,7.0,0.125,-7.083,1.0,0.269,83.009,4.0,0.761,Giuliana
Little Lies,Fleetwood Mac,0.124,0.63,0.688,4.78e-05,2.0,0.158,-9.816,1.0,0.0266,124.825,4.0,0.893,Erika
Elevators (Me & You),Outkast,0.0234,0.772,0.586,0.000722,10.0,0.0562,-10.434,0.0,0.301,85.068,4.0,0.643,Giuliana
Intravenous,Blu Lite,0.989,0.253,0.0696,0.965,0.0,0.0801,-23.317,1.0,0.0394,138.336,5.0,0.0378,Laura
6 Foot 7 Foot,Lil Wayne,0.0007,0.364,0.752,0.0,2.0,0.318,-5.429,1.0,0.304,79.119,4.0,0.606,Giuliana
The Power Of Love,Huey Lewis & The News,0.0964,0.768,0.829,2.92e-05,5.0,0.097,-5.109,1.0,0.0313,118.773,4.0,0.962,Erika
The Less I Know The Better,Tame Impala,0.0115,0.64,0.74,0.00678,4.0,0.167,-4.083,1.0,0.0284,116.879,4.0,0.785,Erika
Fallen Angel - Remastered 2006,Poison,0.00864,0.509,0.935,1.17e-06,6.0,0.255,-3.633,1.0,0.0493,148.062,4.0,0.501,Erika
Insolent Rave,Nico Moreno,0.363,0.491,0.983,0.95,0.0,0.0783,-6.998,1.0,0.0757,155.013,4.0,0.417,Andrea
The Sound of Silence,Disturbed,0.468,0.322,0.28,1.1e-06,6.0,0.102,-9.367,0.0,0.0281,85.794,4.0,0.175,Erika
Nothin' But A Good Time,Poison,0.0434,0.468,0.969,0.0,1.0,0.329,-3.4,1.0,0.109,129.171,4.0,0.504,Erika
Don't Follow,Alice In Chains,0.781,0.314,0.37,0.139,1.0,0.122,-9.921,1.0,0.0286,116.066,1.0,0.28,Erika
Paralyzed,NF,0.214,0.51,0.643,3.22e-06,0.0,0.101,-6.602,1.0,0.0485,130.081,4.0,0.0397,Giuliana
Corniche,Misstress Barbara,0.000389,0.778,0.941,0.891,4.0,0.103,-7.002,1.0,0.054,135.007,4.0,0.114,Andrea
Outta Control - Remix,50 Cent,0.0268,0.77,0.587,0.0,8.0,0.0621,-5.99,0.0,0.265,92.009,4.0,0.574,Giuliana
Here Without You,3 Doors Down,0.0492,0.557,0.533,0.0,10.0,0.205,-6.817,0.0,0.0252,143.994,4.0,0.233,Erika
When It Rains It Pours,50 Cent,0.012,0.727,0.74,0.0,2.0,0.294,-3.401,1.0,0.153,82.031,4.0,0.221,Giuliana
Brain Stew,Green Day,0.00133,0.559,0.543,2e-05,1.0,0.0577,-5.429,1.0,0.302,75.958,4.0,0.337,Erika
Know Your Enemy,Rage Against The Machine,0.0125,0.575,0.857,0.00229,4.0,0.145,-3.961,1.0,0.155,117.413,4.0,0.623,Erika
All Girls Are The Same,Juice WRLD,0.0769,0.671,0.529,0.000335,0.0,0.0856,-7.226,1.0,0.307,161.989,4.0,0.203,Giuliana
Just Like You,Three Days Grace,9.4e-06,0.373,0.737,0.0,1.0,0.0696,-5.282,1.0,0.0297,177.9,4.0,0.565,Erika
Ella Me Levanto,Daddy Yankee,0.0715,0.76,0.9,0.0,5.0,0.221,-4.782,1.0,0.0668,100.046,4.0,0.761,Gianluca
Little Dark Age,MGMT,0.0102,0.705,0.712,0.000855,6.0,0.1,-6.156,1.0,0.0385,97.512,4.0,0.62,Erika
Métele Sazón,Luny Tunes,0.526,0.847,0.663,0.00148,2.0,0.0736,-8.0,0.0,0.0533,95.041,4.0,0.914,Gianluca
Rock the Night,Europe,0.0429,0.57,0.931,0.0,4.0,0.375,-5.78,0.0,0.0503,105.37,4.0,0.4,Erika
"Hold It Now, Hit It",Beastie Boys,0.0123,0.791,0.738,0.0,6.0,0.351,-8.768,0.0,0.355,95.3,4.0,0.891,Erika
Pills N Potions,Nicki Minaj,0.00812,0.391,0.604,5.18e-06,2.0,0.0443,-8.104,1.0,0.212,169.658,4.0,0.168,Giuliana
Send Me An Angel,Scorpions,0.434,0.153,0.417,0.000622,1.0,0.211,-11.587,1.0,0.0318,80.87,3.0,0.166,Erika
That's What You Get,Paramore,9.43e-05,0.528,0.831,0.0,8.0,0.141,-3.607,1.0,0.0429,131.094,3.0,0.632,Erika
Vicinity Of Obscenity,System Of A Down,0.0533,0.546,0.957,3.37e-06,1.0,0.683,-3.189,1.0,0.164,109.775,4.0,0.514,Erika
Sweetness,Jimmy Eat World,0.00305,0.487,0.898,0.0,5.0,0.26,-4.436,1.0,0.038,135.331,4.0,0.597,Erika
Evening Song - Live,William Burden,0.994,0.274,0.148,0.0742,8.0,0.107,-14.932,1.0,0.0398,174.924,3.0,0.0478,Laura
On Top Of The World,Imagine Dragons,0.0893,0.635,0.926,4.53e-06,0.0,0.0928,-5.589,1.0,0.151,100.048,4.0,0.761,Erika
Stay High,Juice WRLD,0.439,0.745,0.5,0.0,8.0,0.0943,-6.184,1.0,0.135,76.968,4.0,0.433,Giuliana
Butter,A Tribe Called Quest,0.0316,0.728,0.381,0.0,7.0,0.342,-14.809,1.0,0.322,92.051,4.0,0.465,Giuliana
K-POP (feat. Bad Bunny & The Weeknd),Travis Scott,0.0405,0.813,0.621,2.74e-06,5.0,0.67,-5.614,0.0,0.0618,121.057,4.0,0.545,Giuliana
You've Seen the Butcher,Deftones,1.47e-05,0.461,0.898,0.563,11.0,0.203,-4.302,1.0,0.0505,118.479,4.0,0.394,Erika
High Plains Drifter,Beastie Boys,0.00588,0.841,0.572,0.0006,8.0,0.21,-12.087,0.0,0.231,152.391,4.0,0.656,Erika
Blood // Water,grandson,0.00163,0.504,0.891,0.00199,6.0,0.148,-5.632,0.0,0.137,153.988,4.0,0.628,Erika
Runaway,Kanye West,0.219,0.374,0.568,0.00219,1.0,0.513,-3.825,0.0,0.109,84.733,4.0,0.111,Giuliana
Postmortem,Slayer,0.000196,0.315,0.994,0.071,3.0,0.0972,-4.063,0.0,0.0559,138.14,4.0,0.197,Erika
One (Remastered),Metallica,0.000668,0.438,0.687,0.0801,7.0,0.42,-9.15,1.0,0.0619,103.01,3.0,0.426,Erika
Already,Kodak Black,0.419,0.773,0.516,0.0,9.0,0.0753,-12.366,0.0,0.181,120.001,4.0,0.472,Giuliana
When Love Comes To Town,U2,0.0526,0.65,0.665,4.62e-06,9.0,0.13,-11.259,1.0,0.0372,115.51,4.0,0.593,Erika
Hold On Loosely,38 Special,0.00677,0.55,0.707,6.63e-05,9.0,0.0853,-5.554,1.0,0.0304,127.238,4.0,0.821,Erika
Seventy Six Trombones,Robert Preston,0.352,0.594,0.461,0.0,8.0,0.0714,-14.193,1.0,0.393,129.152,4.0,0.775,Laura
Imagination,Kaspar,0.0194,0.594,0.966,0.913,8.0,0.0985,-6.506,1.0,0.0565,132.971,4.0,0.106,Andrea
Underclass Hero,Sum 41,0.000708,0.347,0.988,0.0,9.0,0.101,-2.979,1.0,0.127,191.933,4.0,0.765,Erika
Pink,Aerosmith,0.00994,0.473,0.768,0.0,0.0,0.145,-4.708,1.0,0.037,171.669,4.0,0.826,Erika
Some Girls Are Bigger Than Others - 2011 Remaster,The Smiths,0.0025,0.525,0.927,0.000799,1.0,0.216,-9.561,0.0,0.0547,161.798,4.0,0.308,Erika
Sin,Nine Inch Nails,0.00104,0.634,0.865,0.701,11.0,0.867,-10.799,1.0,0.0531,128.439,4.0,0.74,Erika
Say It,Tory Lanez,0.0862,0.546,0.529,6.5e-06,11.0,0.124,-10.511,0.0,0.0583,107.331,4.0,0.247,Giuliana
Run It! (feat. Juelz Santana),Chris Brown,0.0246,0.846,0.482,0.0,1.0,0.393,-6.721,0.0,0.129,100.969,4.0,0.212,Giuliana
Kill Bill,SZA,0.0521,0.644,0.735,0.144,8.0,0.161,-5.747,1.0,0.0391,88.98,4.0,0.418,Giuliana
Brick by Boring Brick,Paramore,9.56e-05,0.436,0.942,0.000438,9.0,0.209,-2.206,1.0,0.0496,164.975,4.0,0.5,Erika
Pet Sematary,Ramones,0.00159,0.468,0.825,0.000169,2.0,0.143,-12.853,0.0,0.0365,148.295,4.0,0.661,Erika
Unloveable - 2017 Master,The Smiths,0.0521,0.624,0.516,0.255,2.0,0.0454,-7.673,1.0,0.0227,97.234,4.0,0.631,Erika
The Downeaster 'Alexa',Billy Joel,0.11,0.457,0.808,0.0,9.0,0.127,-5.914,0.0,0.0349,89.893,4.0,0.681,Erika
Wild Flower,The Cult,0.00674,0.532,0.699,0.000269,4.0,0.0925,-9.496,1.0,0.0618,135.425,4.0,0.837,Erika
Vomitspit,MF DOOM,0.147,0.602,0.827,0.0,10.0,0.393,-5.677,0.0,0.217,92.993,4.0,0.844,Giuliana
Cry For You (Techno),TEKKNO GRLS,0.00781,0.822,0.978,0.0372,6.0,0.147,-6.907,1.0,0.12,144.018,4.0,0.561,Andrea
Silhouette,Lenny Loops,0.903,0.512,0.0701,0.925,6.0,0.0885,-22.222,0.0,0.0313,72.038,4.0,0.0868,Laura
Disposable Heroes (Remastered),Metallica,4.75e-05,0.264,0.931,0.454,4.0,0.0897,-7.615,0.0,0.0928,90.246,4.0,0.414,Erika
I Know,Big Sean,0.327,0.733,0.334,0.0,1.0,0.116,-11.314,1.0,0.0811,119.935,4.0,0.267,Giuliana
Lullaby - 2010 Remaster,The Cure,0.185,0.718,0.557,0.707,9.0,0.055,-10.679,1.0,0.0328,94.095,4.0,0.586,Erika
Work Out,J. Cole,0.0531,0.831,0.427,0.0,2.0,0.307,-6.903,1.0,0.106,93.004,4.0,0.216,Giuliana
Miss Me,Drake,0.0813,0.426,0.862,0.0,2.0,0.34,-5.979,1.0,0.597,100.3,5.0,0.332,Giuliana
Bodak Yellow,Cardi B,0.0659,0.926,0.703,0.0,11.0,0.231,-6.337,0.0,0.103,125.022,4.0,0.485,Giuliana
Turn My Swag On,Soulja Boy,0.000969,0.546,0.712,0.0,3.0,0.406,-3.104,0.0,0.0269,150.154,4.0,0.489,Giuliana
Trophies,Young Money,0.155,0.746,0.687,0.0,1.0,0.137,-7.475,1.0,0.382,143.931,4.0,0.283,Giuliana
Stressed Out,Twenty One Pilots,0.0462,0.734,0.637,2.29e-05,4.0,0.0602,-5.677,0.0,0.141,169.977,4.0,0.648,Erika
Mystify,INXS,0.026,0.628,0.855,2.94e-05,9.0,0.197,-4.245,0.0,0.0356,129.785,4.0,0.408,Erika
She's Mine Pt. 2,J. Cole,0.798,0.486,0.194,0.00624,2.0,0.114,-15.265,1.0,0.0712,70.031,4.0,0.048,Giuliana
Salió El Sol,Don Omar,0.106,0.887,0.701,0.00948,4.0,0.0466,-5.892,0.0,0.0873,110.002,4.0,0.965,Gianluca
Thugz Mansion - 7 Remix,2Pac,0.299,0.703,0.639,0.0,5.0,0.139,-6.183,0.0,0.281,87.908,4.0,0.893,Giuliana
Your Mama Don't Dance,Poison,0.0185,0.534,0.931,0.0,1.0,0.193,-3.606,1.0,0.0613,150.359,4.0,0.832,Erika
We Care a Lot,Faith No More,0.08,0.799,0.887,9.58e-05,2.0,0.0975,-5.775,1.0,0.0411,108.919,4.0,0.9,Erika
Soulshine,Allman Brothers Band,0.125,0.476,0.556,0.0117,10.0,0.0898,-6.501,1.0,0.0274,135.624,4.0,0.559,Erika
Thunder Kiss '65,White Zombie,0.000613,0.684,0.851,0.0029,9.0,0.535,-9.792,1.0,0.0407,112.662,4.0,0.512,Erika
Nevada,YoungBoy Never Broke Again,0.397,0.777,0.59,0.0,0.0,0.169,-8.741,0.0,0.286,147.978,4.0,0.238,Giuliana
Tron Cat,"Tyler, The Creator",0.0302,0.632,0.634,0.0,8.0,0.153,-8.415,1.0,0.274,81.0,4.0,0.39,Giuliana
I Need a Girl (Pt. 1) [feat. Usher & Loon],Diddy,0.397,0.66,0.707,0.0,6.0,0.211,-5.758,1.0,0.208,89.279,4.0,0.761,Giuliana
Apologize (Hypertechno),Way 2 Fast,0.189,0.837,0.678,0.00126,3.0,0.134,-6.393,1.0,0.296,150.1,4.0,0.638,Andrea
My Hero,Foo Fighters,6.2e-05,0.398,0.927,0.000177,9.0,0.0575,-4.212,1.0,0.0567,77.106,4.0,0.311,Erika
Don't Cry (Original),Guns N' Roses,0.00182,0.456,0.59,0.00379,11.0,0.104,-8.638,1.0,0.0327,124.635,4.0,0.243,Erika
"Dance, Dance",Fall Out Boy,0.00523,0.622,0.961,0.0,11.0,0.0854,-3.198,0.0,0.154,114.452,4.0,0.449,Erika
Pumped Up Kicks,Foster The People,0.145,0.733,0.71,0.115,5.0,0.0956,-5.849,0.0,0.0292,127.975,4.0,0.965,Erika
Devil Inside,INXS,0.0028,0.501,0.784,0.536,0.0,0.12,-5.254,1.0,0.0699,75.5,4.0,0.61,Erika
Fell In Love With a Girl,The White Stripes,0.713,0.356,0.982,0.00145,4.0,0.941,-1.574,0.0,0.112,95.754,4.0,0.299,Erika
5 Letras,Alexis y Fido,0.272,0.82,0.788,1.65e-06,6.0,0.0404,-5.478,0.0,0.191,93.961,4.0,0.648,Gianluca
Buddah Lovaz,Bone Thugs-N-Harmony,0.207,0.693,0.544,0.0,0.0,0.526,-10.32,0.0,0.0403,120.188,4.0,0.613,Giuliana
Peace Sells - Remastered,Megadeth,8.57e-05,0.322,0.932,0.817,4.0,0.0969,-4.252,0.0,0.163,138.042,4.0,0.376,Erika
